artist,song_name,lyric
임영웅,연애편지,"['노을에 물든 저녁 하늘이', '오랜만에 참 좋은 저녁입니다', '문득 떠오른 그대 생각에', '나지막이 이름을 불러봅니다', '나도 몰래 꺼내 본 낡은 수첩엔', '그대가 너무도 많아', '차마 그립단 말 대신', '꽃잎을 넣어 보내며', '하얀 종이에 하지 못한 말', '아직 그댄 내 고운 사랑입니다', '외로이 스쳐 창을 흔드는', '바람 소리 쓸쓸한 시간입니다', '어둠 만들고 초를 태우며', '나지막이 그대를 불러봅니다', '나도 몰래 꺼내 본 낡은 사진엔', '그대가 너무도 많아', '차마 그립단 말 대신', '바라본 밤하늘에는', '아스라이 먼 작은 별 하나', '외로이 홀로 남아 깜박입니다', '그대를 닮은 작은 별 하나', '외로이 홀로 남아 깜박입니다', '그대 고운 이름은 사랑입니다']"
aespa,도깨비불 (Illusion),"['You’re so yummy yummy yummy', 'In my tummy tummy tummy', '', 'Look at you 빨라지는 걸음걸이', 'Look at me 호기심을 자극하지', 'Look at them 알아챌 수 없는 거리', 'Baby don’t panic 한밤의 Party', '', '차올라 달이 딱 좋은 Timing', '이건 비밀이야 쉿 우리만의', '한밤의 Party 널 끌어당김', '어쩌니 내게 뺏겨버린 환심', '', '몽롱한 기분이 좋은 Tonight', '색다른 세계로 이끄는 Light', '', 'Follow me, Come and get illusion', '한입에 삼켜 널 Delicious', '아찔한 미끼로 Hook up', '관심을 먹고 Growing up', 'Follow me, Come and get illusion', '몸집을 불려가 Delicious', '점점 더 커지는 Fire', '관심을 먹고 Growing up', '', ""(Will o' the wisp)"", '겁내지 말고 이리 온', ""(Will o' the wisp)"", '겁내지 말고 이리 온', '', 'Easy peasy 너도 알다시피', 'When you dizzy 내겐 그저 Dish', '도깨비불 너를 놀려 Boo', '예상 못 한 순간 등장하지 불쑥', '', '첨 보는 Style 멋모를 Timing', '너의 약점에다 Hit! It’s so funny', '한밤의 Party 널 끌어당김', '알아도 막을 수 없는 반칙', '', '낯선 이 기분이 묘한 Tonight', '감춰둔 본능을 이끄는 Light', '', 'Follow me, Come and get illusion', '한입에 삼켜 널 Delicious', '아찔한 미끼로 Hook up', '관심을 먹고 Growing up', 'Follow me, Come and get illusion', '몸집을 불려가 Delicious', '점점 더 커지는 Fire', '관심을 먹고 Growing up', ""(Will o' the wisp)"", '겁내지 말고 이리 온', ""(Will o' the wisp)"", '겁내지 말고 이리 온', '', 'Yummy yummy yummy', 'In your tummy tummy tummy', '놀란 너의 Face 나를 저격하는 Taste', '멀리멀리 달아나도 소용없어 이미', 'Come get illusion', 'So fool', '', 'Follow me, Come and get illusion', '유일한 목격자 You’re the one', '방심한 틈을 타 Swallow', '환상을 먹고 Growing up', 'Follow me, Come and get illusion', '순진한 먹잇감 Delicious', '단번에 노리는 Hunter', '네 맘을 뺏어 Growing up', '', ""(Will o' the wisp)"", '겁내지 말고 이리 온', ""(Will o' the wisp)"", '겁내지 말고 이리 온']"
볼빨간사춘기,Love story,"['Thought that I was princess', '날 좋아하던 그때', '수줍게 꽃을 건네던 너에게', '웃으며 손을 내밀었지', '시간 지나 my birthday', '우린 몰래 run away', '온통 둘뿐인 밤거릴 걷다가', '너와 눈이 마주친 그날', 'Oh babe 너의 눈동자에 cheers', '달빛에 비춰진 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', 'Oh god please this is not a dream', 'Thought that it was romance', '날 바래다준 그때', '수줍게 인사를 건네던 너에게', '살며시 입을 맞추었지', '시간 지나 go on trip', '한 손엔 진한 커피', '우리가 새긴 별자릴 찾다가', '너와 눈이 마주친 그날', 'Oh babe 너의 눈동자에 cheers', '달빛에 비춰진 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', 'Oh oh oh 꿈인가 봐', '그래 니가 내 옆에 있는 꿈', 'Oh oh no', '아니잖아 이건 yeah', 'I got you boy', 'Oh babe 너의 눈동자에 cheers', '붉게 물들어진 우리의 오래된 잔상', '너의 이야기에 취해', '온 세상의 별이 쏟아질 것만 같은 기분', 'Oh god please this is not a dream']"
임영웅,사랑역,"['돌고 돌아 사랑역', '다시 한번 내렸네', '아픔만 두고 떠나가는', '저 기차는 말이 없는데', '이리 갈까 저리 갈까', '몇 번을 물어보아도', '돌아온 대답은 멀어지는', '멀어지는 기적 소리뿐', '아 아 아 사랑역 나에겐 눈물역', '돌고 돌아 사랑역', '다시 한번 내렸네', '상처만 두고 떠나가는', '저 기차는 말이 없는데', '남은 짐 구겨 넣고', '돌아서는 내 모습이', '마주친 대합실 창 너머로', '쓸쓸히 웃음 짓는다', '아 아 아 사랑역 나에겐 눈물역', '이리 갈까 저리 갈까', '몇 번을 물어보아도', '돌아온 대답은 멀어지는', '멀어지는 기적 소리뿐', '아 아 아 사랑역 나에겐 눈물역', '나에겐 눈물역']"
임영웅,보금자리,"['그대 사랑이 나였음 좋겠다', '아무것도 필요 없어요', '든든한 품에 안겨 잠들고 싶어라', '내 사랑의 보금자리', '아무것도 바라지 않아요', '당신만 있으면 돼', '한 눈 팔지 않고 사랑할래요', '돈도 필요 없어 백도 필요 없어', '당신만 있으면 돼', '그대 사랑이 나였음 좋겠다', '아무것도 필요 없어요', '든든한 품에 안겨 잠들고 싶어라', '내 사랑의 보금자리', '아무것도 바라지 않아요', '당신만 있으면 돼', '한 눈 팔지 않고 사랑할래요', '돈도 필요 없어 백도 필요 없어', '당신만 있으면 돼', '아무것도 바라지 않아요', '당신만 있으면 돼', '한 눈 팔지 않고 사랑할래요', '돈도 필요 없어 백도 필요 없어', '당신만 있으면 돼', '당신만 있으면 돼']"
임영웅,사랑해요 그대를,"['너무나 고마운 사람', '너무나 따뜻한 사람', '한 번도 잊어본 적 없는', '내 마음속에 그 사람', '나 그대 생각만 해도', '가슴이 뭉클해지고', '그런 당신 내 곁에 있어', '나는 행복한 사람', '그대는 나만의 사랑', '그대는 나만의 행복', '세월 가도 영원히', '당신은 나만의 사랑', '사랑해요 그대를', '사랑해요 그대를', '이 생명 다할 때까지', '당신은 내 사랑', '사랑해요 그대를', '사랑해요 그대를', '이 생명 다할 때까지', '당신은 내사랑', '그대는 나만의 사랑', '그대는 나만의 행복', '세월 가도 영원히', '당신은 나만의 사랑', '사랑해요 그대를', '사랑해요 그대를', '이 생명 다할 때까지', '당신은 내 사랑', '사랑해요 그대를', '사랑해요 그대를', '이 생명 다할 때까지', '당신은 내 사랑']"
"Charlie Puth, 정국, 방탄소년단",Left and Right (Feat. Jung Kook of BTS),"['INTRO', 'Memories follow me left and right', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now', '', 'VERSE 1 (Charlie Puth)', 'ever since the da day y-you went away', ""no I don't know how"", 'how to erase your body from out my brain', 'whatcha gon do now', 'maybe I should just focus on me instead', 'But all I think about', 'are the nights we were tangled up in your bed', '', 'oh no (oh no)', 'oh no (oh no)', 'you’re going round in circles got you stuck up in my head (yeah)', '', 'CHORUS', 'Memories follow me left and right', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'your love stays with me day and night', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now', '', 'VERSE 2 (Jung Kook of BTS)', 'ever since the da da day y-you went away', 'someone tell me how', 'how much more do I gotta drink for the pain', 'whatcha gon do now', ""you did things to me that I just can't forget"", 'now all I think about', 'are the nights we were tangled up in your bed', 'oh no (oh no)', 'oh no (oh no)', ""you're going round in circles got ya stuck up in my head"", '', 'CHORUS', 'Memories follow me left and right', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'your love stays with me day and night', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now', '', 'BRIDGE', 'did ya know you’re the one that got away', ""and even now baby i'm still not ok"", ""did ya know that my dreams they're are the same"", 'everytime I close my eyes', '', 'CHORUS', 'Memories follow me left and right', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now', 'your love stays with me day and night', 'I can feel you over here i can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now', '', 'I can feel you over here I can feel you over here', 'you take up every corner of my mind', 'whatcha gon do now']"
BIGBANG (빅뱅),봄여름가을겨울 (Still Life),"['이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈', '가을 타 겨울 내릴 눈 1년 네 번 또다시 봄', '', '정들었던 내 젊은 날 이제는 안녕', '아름답던 우리의 봄 여름 가을 겨울', '', '“Four seasons with no reason.”', '비 갠 뒤에 비애(悲哀) 대신 a happy end', '비스듬히 씩 비웃듯 칠색 무늬의 무지개', '철없이 철 지나 철들지 못해(still)', '철부지에 철 그른지 오래, Marchin’ 비발디', '차이코프스키, 오늘의 사계를 맞이해', '마침내, 마치 넷이 못내', '', 'Boy 저 하늘만 바라보고서', '사계절 잘 지내고 있어 Good-bye', '떠난 사람 또 나타난 사람', '머리 위 저세상', '난 떠나 영감의 amazon', '지난 밤의 트라우마 다 묻고', '목숨 바쳐 달려올 새 출발 하는 왕복선', '변할래 전보다는 더욱더', '좋은 사람 더욱더', '더 나은 사람 더욱더', '아침 이슬을 맞고 내 안에 분노 과거에 묻고', 'For Life', '', '울었던 웃었던 소년과 소녀가 그리워 나', '찬란했던 사랑했던 그 시절만 자꾸 기억나', '', '계절은 날이 갈수록 속절없이 흘러', '붉게 물들이고 파랗게 멍들어 가슴을 훑고', '', '언젠가 다시 올 그날 그때를 위하여 (그대를 위하여)', '아름다울 우리의 봄 여름 가을 겨울', '', 'La la la la la la la la la la la', 'La la la la la la la la la la la', 'La la la la la la la la la la la', 'La la la la la la la la la la la', '', '이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈', '가을 타 겨울 내린 눈 봄 여름 가을 겨울']"
한동근,새벽에 걸려온 너의 전화는,"['사랑한다 말하고 보고 싶다 말하고', '많은 걸 약속하고 미래를 꿈꾸던 날들', '내가 줬던 사랑이 당연해진 걸까', '언제부터 너의 맘이 변했을까', '갑자기 온 전화는 날 불안하게 만들어', '혹시 무슨 일 있는 건지 걱정을 하다', '다시 만나자고 하지는 않을까', '괜한 기대를 해 잠들 수 없어', '새벽에 걸려온 너의 전화는', '그리움보다는', '실수였다고 난 생각할게', '냉정하게 뿌리치고 매달렸던', '날 밀어낸 넌데', '뜨는 너의 이름에 눈물만', '미안한 마음이야 아쉬운 마음이야', '애써 날 위해 주는척한 행동인 거니', '받아볼까 하다 정신을 차렸어', '목소리를 들으면 울 것 같아서', '새벽에 걸려온 너의 전화는', '그리움보다는', '실수였다고 난 생각할게', '냉정하게 뿌리치고 매달렸던', '날 밀어낸 넌데', '뜨는 너의 이름에 눈물만', '상처받은 내 마음을 알아줘', '내가 아픈 만큼 더 힘들어줘', '내가 좀 유치해 보인다 해도', '새벽에 걸려온 너의 전화는', '울리는 단 몇 초의 벨 소리에', '널 미워한 맘이', '완벽히 무너질 것 같았어', '잊으려 몸부림치고', '내 삶에서 분명 지웠는데', '뜨는 너의 이름에 눈물만']"
"The Kid LAROI, Justin Bieber",STAY,"['I do the same thing I told you', 'that I never would', ""I told you I'd change"", 'even when I knew I never could', ""I know that I can't find"", 'nobody else', 'as good as you', 'I need you to stay', 'need you to stay hey Oh', 'I get drunk wake up', ""I'm wasted still"", 'I realize the time', 'that I wasted here', ""I feel like you can't"", 'feel the way I feel', ""Oh I'll be fucked up"", ""if you can't be right here"", 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', ""Oh I'll be fucked up"", ""if you can't be right here"", 'I do the same thing I told you', 'that I never would', ""I told you I'd change"", 'even when I knew I never could', ""I know that I can't find"", 'nobody else', 'as good as you', 'I need you to stay', 'need you to stay hey', 'I do the same thing I told you', 'that I never would', ""I told you I'd change"", 'even when I knew I never could', ""I know that I can't find"", 'nobody else', 'as good as you', 'I need you to stay', 'need you to stay hey', ""When I'm away from you"", 'I miss your touch Ooh', ""You're the reason"", 'I believe in love Ooh', ""It's been difficult"", 'for me to trust Ooh', ""And I'm afraid"", ""that I'ma fuck it up Ooh"", ""Ain't no way"", 'that I can leave you stranded', ""'Cause you ain't ever left me"", 'empty-handed', 'And you know that I know', ""that I can't live without you"", 'So baby stay', 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', 'Oh ooh-woah', 'Oh ooh-woah ooh-woah', ""I'll be fucked up"", ""if you can't be right here"", 'I do the same thing I told you', 'that I never would', ""I told you I'd change"", 'even when I knew I never could', ""I know that I can't find"", 'nobody else', 'as good as you', 'I need you to stay', 'need you to stay hey', 'I do the same thing', 'I told you that I never would', ""I told you I'd change"", 'even when I knew I never could', ""I know that I can't find"", 'nobody else', 'as good as you', 'I need you to stay', 'need you to stay hey', 'Woah-oh', 'I need you to stay', 'need you to stay hey']"
탑현,사랑한다고 말해줘,"['사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '어떤 하루에 미소를 짓는', '너의 얼굴을 바라보다가', '나도 모르게 사랑한다고', '너에게 버릇처럼 하는 말', '항상 무뚝뚝하기만 하던 내가', '너를 만나고 변해가', '혹시 너도 나와 같을까', '나를 사랑한다면', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '서툰 말 한마디도 못하고', '내 손만 잡고 있는 너에게', '어설픈 말장난을 섞으며', '나름 네 눈치도 보고 있어', '사랑한단 말이 듣고 싶은데', '그게 어려운 너에게', '조금 용기 낼 순 없을까', '나를 사랑한다고', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '날 좋아한다', '날 사랑한다', '어서 내게 말해줘 (Love You)', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지']"
"보라미유, MJ (써니사이드)",통화연결음,"['이 노래를 들어요 내 맘을 들어요', '이제 두 번 다시', '그대를 만날 수 없겠죠', '아직 그대를', '사랑하는 내 맘 보일까 봐', '대신 이 노래를 전해요', '사랑을 보내요', 'X-girl Friend 어떻게 지내', '네 생각 나서', '한잔 술에 깊어지는 이 맘', '아직 도 궁금해', '이 노랜 네가 듣지 않기를', '전부 비워야 될 아픈 추억들', '애틋하잖아 이별이 없던 것처럼', 'BABY 이름을 부르고', '예전같이 널 안고 싶어', '(아파 더이상 이러면 안돼', '자꾸 네소식 보이잖아)', '후회할까 봐서 그래', '다시 내게 돌아와 줘', '이 노래를 들어요 내 맘을 들어요', '이제 두번 다시', '그대를 만날 수 없겠죠', '아직 그대를', '사랑하는 내 맘 보일까봐', '대신 이 노래를 전해요', '사랑을 보내요', '그대 전화기 너머로', '이 노랠 듣고 있죠', '어쩌면 나에게 전하는', '마지막 인산 가요', '010 4105 6739 지워야 될 번호', '몇 번을 눌러봐도 소용없어', 'please i want you to call', '듣지 못해 이젠', '잘 지내 그 흔한 말도', '한동안 나에게 이 노래가 아프겠죠', '내 가슴 깊이 남겨질 상처가 되어', '그대 나를 잊어요 전화를 끊어요', '내가 그댈 먼저 보내야', '다 끝이 나겠죠', '그대 목소리 듣게 되면', '나 흔들릴까 봐', '대신 이 노래를 전해요', '사랑을 보내요', '이 노래를 들어요 내 맘을 들어요', '이제 두 번 다시', '그대를 만날 수 없겠죠', '아직 그대를', '사랑하는 내 맘 보일까 봐', '대신 이 노래를 전해요', '사랑을 보내요']"
21학번,스티커 사진,"['눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '오늘 뭐해 날씨도 좋은데', '홍대 가서 커피나 마실래', '연인들 많은 거리에', '도란도란 너랑 걷고 싶은데', '우리도 예쁜 커플옷 입고', '같이 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '수줍었던 그대를 만난 지', '이번 주말 벌써 1년이야', '기념일마다 약속한', '사진 들을 많이 갖고 싶어져', '아직도 너랑 설레고 싶어', '우리 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '그대를 사랑했던', '모든 시간들이', '하나부터 열까지', '너무 소중해', '우리가 약속했던', '많은 나날들이', '사진 속 우리처럼', '빛나고 있어']"
아이유,strawberry moon,"['달이 익어가니 서둘러 젊은 피야', '민들레 한 송이 들고', '사랑이 어지러이 떠다니는 밤이야', '날아가 사뿐히 이루렴', '', '팽팽한 어둠 사이로', '떠오르는 기분', '이 거대한 무중력에 혹 휘청해도', '두렵진 않을 거야', '', '푸르른 우리 위로', '커다란 strawberry moon 한 스쿱', '나에게 너를 맡겨볼래 eh-oh', '', '바람을 세로질러', '날아오르는 기분 so cool', '삶이 어떻게 더 완벽해 ooh', '', '다시 마주하기 어려운 행운이야', '온몸에 심장이 뛰어', 'Oh 오히려 기꺼이 헤매고픈 밤이야', '너와 길 잃을 수 있다면', '', '맞잡은 서로의 손으로', '출입구를 허문', '이 무한함의 끝과 끝 또 위아래로', '비행을 떠날 거야', '', '푸르른 우리 위로', '커다란 strawberry moon 한 스쿱', '나에게 너를 맡겨볼래 eh-oh', '바람을 세로질러', '날아오르는 기분 so cool', '삶이 어떻게 더 완벽해 ooh', '', '놀라워 이보다', '꿈같은 순간이 또 있을까 (더 있을까)', '아마도 우리가 처음 발견한', '오늘 이 밤의 모든 것, 그 위로 날아', '', '푸르른 우리 위로', '커다란 strawberry moon 한 스쿱', '세상을 가져보니 어때 eh-oh', '', '바람을 세로질러', '날아오르는 기분 so cool', '삶이 어떻게 더 완벽해 ooh']"
aespa,Girls,"['일어나라 그대여', '더 치명적인 전쟁 속에', '두발로 버텨 적의 Hook!', 'Black Mamba', '두렵지 않아 네가 Hoot!', '부셔줄게', '달라졌어 우리가', '광야를 넘어 돌아올 때', '일그러져 버렸던 æ', '더 나답게', '마치 하나처럼 보일', '미친 존재감의 현신', '', '다시 남겨진 불씨가', '거대한 악으로 자라나서', '무기력하게 널 고립시켜 둘 때', 'Reunite 우린 다시 함께', 'Whoo Whoo', '덮쳐 Beat it Yah', '넌 혼자가 아니야', '', '빛났던 Sacrifice', '기억 찾았다면', '보여줄래? 나타나줄래?', '지금 여기', '', '따라와 (Bow down)', '지켜봐 (My skill)', '놀랄걸 (Say wow)', 'We coming', '소리쳐 (Get loud)', '들어봐 (My sound)', '불러봐 (Upgrade)', 'We coming', '', '혼돈 속에서 피어나', '(We Them Girls)', '두려움에 맞설 그런 용기', '(Ah Yeah)', '언제라도 우린 Together', 'We Them Girls', 'We Them Girls', 'We Them Girls', '', 'Meta Universe 공존해', '지금 Parallel World', '모든 존재가 의미를 가져', 'Part of my heart', '우린 공감의 언어를 써', '체온을 나눠 줘', '결국 선한 의지만의', '가치를 추구해', '', '강해졌어 드디어 난', '휘둘리거나 당하지 않아', '왜곡이 돼버려 또 다', '시작됐어 편을 갈라', '너와 날 고립시켜 앞 못 보게', '', '못된 욕망에 일그러져 버리던', 'Algorithm들이', '존재를 무기로 파괴로', '집어삼켜 Ah', '그 순간 악은 시작됐어', 'Whoo Whoo', '비켜 Flip Yah', '난 혼자가 아니야', '', '지켜주고 싶어', '처음 만난 네 REKALL', '안아줄게 느낄 수 있게', 'Without SYNK DIVE', '', '따라와 (Bow down)', '지켜봐 (My skill)', '놀랄걸 (Say wow)', 'We coming', '소리쳐 (Get loud)', '들어봐 (My sound)', '불러봐 (Upgrade)', 'We coming', '', '혼돈 속에서 피어나', '(We Them Girls)', '두려움에 맞설 그런 용기', '(Ah Yeah)', '언제라도 우린 Together', 'We Them Girls', 'We Them Girls', '', '평화로운 날을 맞이해', '우린 FLAT 그 안에서', '함께 웃고 사랑해', 'With my friends', '이제 더 nævis와 함께', '열어 갈 미래가 궁금해', '결국 만나게 될 걸', 'nævis on the REAL MY WORLD', '', 'Hold up!', 'REAL MY WORLD', '', '넌 거울에 비친 나', '그보다 빛날 존재', '말해 줄래?', '언제까지나 함께란 걸', '', '따라와 (Bow down)', '지켜봐 (My skill)', '놀랄걸 (Say wow)', 'We coming', '소리쳐 (Get loud)', '들어봐 (My sound)', '불러봐 (Upgrade)', 'We coming', '', '혼돈 속에서 피어나', '(We Them Girls)', '두려움에 맞설 그런 용기', '(Ah Yeah)', '언제라도 우린 Together', 'We Them Girls', 'We Them Girls', 'We Them Girls', 'Girls!']"
Red Velvet (레드벨벳),Feel My Rhythm,"['Red Velvet', '', '무도회를 뒤집어', '작은 소란을 또 일으켜', 'This is gonna be a crazy night', '(To-na-na-na-na-na-night)', '', '등장부터 인사까지 파격적이게', '우리 살짝 놀아볼까', '솔직하게 Bae bae', '지금부터 시작해 볼게', '(Feel my vibe and sway)', '', '꽃가루를 날려', '폭죽을 더 크게 터트려', '우릴 오만과 편견에 가두지 마', '자유로워 지금', '', 'Feel my rhythm Come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 (Play my rhythm)', '', 'Follow follow my heartbeat', '해가 떠올 때까지', 'Feel my rhythm 멈추지 말아 줘', '이 순간을 놓지 마 Baby', '', '차는 Old and Classic', '(Just ride)', '이제 조금 낯선 다른 차원까지', '(Get loud)', '상상할 수 없던 곳 시간 속', '예고 없이 등장해', '이 밤은 멋지고 우린', 'Fun and wild and brave', '', '시선을 끄는 네 Motion', 'G-give me a new direction', '끝없는 Black hole처럼', '빠져드는 Sweet emotion', '너를 태운 채 (Sway)', '어디로든 떠날래 (Way)', '온 세상 모든 경계를', '다 휘저을래 (Oh yeah)', '', '꽃가루를 날려', '(흩날려)', 'Champagne을 더 크게 터트려', '(마음껏)', '더는 어제와 내일에 가두지 마', '자유로워 지금', '', 'Feel my rhythm Come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 (Play my rhythm)', '', 'Follow follow my heartbeat', '해가 떠올 때까지', 'Feel my rhythm 멈추지 말아 줘', '이 순간을 놓지 마 Baby', '', '온 세상이 멈추는 순간', 'What a what a feeling', '어서 내 손을 잡아', '(All right)', '본 적 없던 Film', '빠져드는 You and I', 'Next time 시계를 돌려', '어디로 가볼까', 'Come on 또다시 시작해', 'You and I', '', 'Feel my rhythm Come with me', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '바로 지금 (Play my rhythm)', '', 'Follow follow my heartbeat', '해가 떠올 때까지', 'Feel my rhythm 끝나지 않는 꿈', '이 순간을 놓지 마 Baby']"
NMIXX,DICE,"['번쩍 뜬 눈을 깜빡', '머린 핑핑핑 돌아', '상상도 못한 drama', '첫 scene을 찍어볼 time (go go)', '이제 곧 시작될 challenge', '아마 쉽지는 않겠지', '긴장해 팽팽하게, babe', '(Vamos amigos)', 'Y-e-a-h (I wanna go)', '무한히 펼쳐진 Universe', '사-이 (I wanna know)', '끌리는 Card를 뒤집어', '고민은 Nope, 어서 Pick it', '1부터 N까지 선택해 봐', 'O.O 기대돼 나', 'Now open it up', '(What a surprise!)', '저 하늘 위를 surfing', '이 바닷속을 flying', '모든 걸 펼쳐도 좋아 Are you ready?', 'All-in now 시작해 봐', '과감하지만 태연하게 Start it', 'Let’s roll the Dice, ya!', '판도를 뒤집어 완전히', '던져봐 Nice shot', '운명은 이 손안에 babe', '눈앞에 열린 세상의 (yeah)', '우리를 기대해', 'So tell me what you want,', 'where you wanna go', 'NMIXX, Change UP! (Let’s go)', 'Big wave Big wave 피하지 마', 'Break it up Break it up 맞서 어서', '헤엄쳐 더 높은 파도 위로', '좀 더 유연하게 트러블들을', '드리블해 and pass it', 'Perfect 10 보다 높은 number', '그 이상을 향해 Jump up', '현실 같은 dream은 이젠 빠져나와', '깨어나도 깨어나', '더 수면 위를 날아 Fly high', '그 누구도 가지 않은 미지의 camino', 'So exciting, I’m so excited', '이 반전의 반전의 반전을 기대해', 'babe', 'Would you go with me?', 'Let’s roll the Dice!', '저 구름 속을 diving', '이 파도 위를 riding', '말이 좀 안 되면 어때', 'No more waiting', 'All-in now 다 걸어봐', '고민할 필요도 없어 Go get it', ""Put'em up!"", 'We go up, We NMIXX!', 'Don’t fall asleep no more', 'You should come on board', '서둘러 시간이 없어 babe', 'Let’s roll the Dice, ya!', '함께 만들어가는 score', '좋았어 Nice shot', '따라잡을 수 없는 number', '상상을 뛰어넘을 세계', 'Would you go with me?', 'Let’s roll the Dice!']"
태연 (TAEYEON),INVU,"['Falling in love', '너에겐 난 Option', '시작부터 다른 너와 나', '깨지는 Heart', '빗나간 네 Mention', '익숙하거든', '', 'I think I lost my mind', 'But It’s my kind of love', '아끼지 않고 다', '쏟아내고는 주저앉아', '문득 어느 순간', '지친 내가 보여', '애쓰고 있지만', '', 'So I can’t love you', 'Even though I do', '밀어내 봐도', '난 너를 못 이겨', '', '날 버리고', '날 잃을수록', '넌 반짝이는 아이러니', '', 'So I N V U', 'I N V U', 'I N V U', '', '기대지 마', '기대하지도 마', '몇 번을 되뇌고 되놰도', '그 손길 한 번에', '무너지는 날 볼 때', '네 기분은 어때', '', 'I guess I lost my mind', 'Yeah It’s my kind of love', '늘 처음인 것처럼', '서툴러서 또 상처가 나', '무뎌지기 전에', '아물기도 전에', '잔뜩 헤집어놔', '', 'So I can’t love you', 'Even though I do', '밀어내 봐도', '난 너를 못 이겨', '', '날 버리고', '날 잃을수록', '넌 반짝이는 아이러니', '', 'So I N V U', 'I N V U', 'I N V U', '', '식은 온기', '부서진 맘이', '자꾸 날 할퀴어', '아파도 못 멈춰', 'So when you leave', 'Please make it easy', 'Cause I N V U', '', 'I N V U', 'I N V U', 'I N V U', '', 'I N V U']"
아이유,드라마,"['나도 한때는 그이의 손을 잡고', '내가 온 세상 주인공이 된 듯', '꽃송이의 꽃잎 하나하나까지', '모두 날 위해 피어났지', '', '올림픽대로 뚝섬 유원지', '서촌 골목골목 예쁜 식당', '나를 휘청거리게 만든', '주옥같은 대사들', '', '다시 누군가 사랑할 수 있을까', '예쁘다는 말 들을 수 있을까', '하루 단 하루만 기회가 온다면', '죽을힘을 다해 빛나리', '', '언제부턴가 급격하게', '단조로 바뀌던 배경음악', '조명이 꺼진 세트장에', '혼자 남겨진 나는', '', '단역을 맡은 그냥 평범한 여자', '꽃도 하늘도 한강도 거짓말', '나의 드라마는 또 이렇게 끝나', '나왔는지조차 모르게', '', '끝났는지조차 모르게']"
